year,month,weekofyear,epidemic,total_cases,epidemic_duration,bc_total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
1991,10,43,1,129.0,39,7.73440994529,0.00475782415245,-0.075244,0.0595429,0.0759428,299.814285715,299.761428571,296.308571429,302.252631579,297.94,24.802,78.6271428571,29.6,17.7321804511,-0.302857142858,652.728571429,2.22857142857,33.004,24.4,15.25
1991,10,44,1,140.0,39,7.93059248587,0.00508808137602,-0.075244,0.0595429,0.0759428,299.836785714,299.887142857,296.288496241,302.278947368,298.04,24.802,78.9871428571,30.675,17.714887218,-0.24571428571,653.457142857,2.22857142857,33.048,24.4,11.6
1991,11,45,1,140.0,39,7.93059248587,0.00407888495705,-0.07346934,0.0595429,0.0759428,299.836785714,299.887142857,296.253684211,302.284210526,298.04,26.286,79.1971428571,31.89,17.680075188,-0.14571428571,652.7,2.22857142857,33.112,24.4,11.6
1991,11,46,1,127.0,39,7.69727377818,0.00461832267802,-0.07346934,0.0595429,0.0759428,299.814285715,299.761428571,296.236315789,302.210526316,298.04,27.172,79.1971428571,31.89,17.6647368421,-0.211428571426,651.285714286,2.22857142857,33.088,24.4,16.0
1991,11,47,1,129.0,39,7.73440994529,0.00588371915925,-0.081124,0.0595429,0.0759428,299.689642857,299.68,296.143609023,302.142105263,297.76,26.286,78.9871428571,30.605,17.5757142857,-0.245714285712,649.371428572,2.22857142857,32.956,24.4,16.0
1991,11,48,1,169.0,39,8.39294996927,0.0059363185802,-0.081124,0.0519857,0.0759428,299.584642857,299.435714286,296.083458647,302.084210526,297.48,26.286,78.9871428571,31.89,17.5151879699,-0.245714285712,646.714285714,2.22857142857,32.824,24.15,23.9
1991,12,49,1,141.0,39,7.94779197456,0.00578047868282,-0.081124,0.0519857,0.0759428,299.208214286,299.017142857,296.011954887,302.0,297.48,26.286,79.1971428571,31.89,17.4418045113,-0.25714285714,645.528571429,2.22857142857,32.692,24.15,23.9
1991,12,50,1,108.0,39,7.31816492535,0.00564592276204,-0.081124,0.0519857,0.0759428,298.796428572,298.808571429,295.908571429,301.905263158,297.34,26.818,79.1971428571,30.605,17.3368421053,-0.274285714282,642.771428571,2.22857142857,32.512,23.6,23.9
1991,12,51,1,78.0,39,6.5892013575,0.00738447069211,-0.097074976,0.0519857,0.0759428,298.688928572,298.738571429,295.718947368,301.789473684,297.3,26.818,78.9871428571,16.41,17.1494736842,-0.302857142858,639.357142857,2.22857142857,32.356,23.3,20.45
1991,12,52,1,70.0,39,6.35602459533,0.00726435223695,-0.097074976,0.0519857,0.0759428,298.653571429,298.638571429,295.485338346,301.6,297.18,26.818,78.6271428571,1.645,16.9244360902,-0.302857142858,634.914285714,1.84285714286,32.176,23.3,20.45
1992,1,1,1,81.0,39,6.67158822978,0.00759403591509,-0.097074976,0.0519857,0.0759428,298.549642858,298.537142857,295.246616541,301.421052632,296.98,23.8,78.6214285714,0.0,16.6941353383,-0.314285714286,631.271428571,1.84285714286,31.996,23.3,16.65
1992,1,2,1,104.0,39,7.23143884497,0.00743360143351,-0.08402836,0.0519857,0.0759428,298.411428572,298.281428572,295.130150376,301.321052632,296.72,23.8,78.6214285714,0.0,16.5776691729,-0.314285714286,628.357142857,1.84285714286,31.864,23.05,16.65
1992,1,3,1,90.0,39,6.90454753135,0.00870301529643,-0.08402836,0.0519857,0.0759428,298.157142857,298.127142857,295.007443609,301.210526316,296.3,19.6,78.6214285714,0.0,16.4497744361,-0.314285714286,625.328571429,1.84285714286,31.796,22.8,20.45
1992,1,4,1,85.0,39,6.77762306415,0.009145813804,-0.09593834,0.0519857,0.0759428,297.955714286,297.74,294.826917293,301.036842105,295.8,19.3,78.2914285714,0.0,16.2701503759,-0.314285714286,620.757142857,1.77142857143,31.688,22.5,16.65
1992,1,5,1,55.0,39,5.85228842942,0.009853997078,-0.09593834,0.0519857,0.0759428,297.543214286,297.511428572,294.606766917,300.842105263,295.6,18.9,76.7771428571,0.0,16.0483458647,-0.322857142858,616.285714286,1.77142857143,31.532,22.2,16.65
1992,2,6,1,53.0,39,5.77681940851,0.0111257274483,-0.09593834,0.0519857,0.0759428,297.358928572,297.395714286,294.397669173,300.752631579,295.54,17.46,76.7771428571,0.0,15.8419548872,-0.322857142858,612.842857143,1.77142857143,31.424,22.2,16.65
1992,2,7,1,65.0,39,6.19891560802,0.0118404235921,-0.09593834,0.0519857,0.0759428,297.358928572,297.395714286,294.305714286,300.678947368,295.38,17.46,76.7771428571,0.0,15.7477443609,-0.322857142858,609.928571429,1.77142857143,31.336,21.95,13.7
1992,2,8,1,33.0,39,4.85424629188,0.0121915976848,-0.09593834,0.086181,0.0836571,297.358928572,297.395714286,294.186842105,300.578947368,295.38,17.46,76.7771428571,0.0,15.625037594,-0.322857142858,606.714285714,1.77142857143,31.404,21.7,11.55
1992,2,9,1,38.0,39,5.12085427012,0.0121674050126,-0.10214336,0.086181,0.0836571,297.358928572,297.395714286,294.026240602,300.436842105,295.38,15.76,76.1271428571,0.0,15.4645112782,-0.322857142858,603.085714286,1.64285714286,31.204,21.7,13.7
1992,3,10,1,59.0,39,5.99670047441,0.0119823248031,-0.10214336,0.086181,0.0836571,297.358928572,297.395714286,293.913684211,300.321052632,295.38,14.82,76.1271428571,0.0,15.3514285714,-0.322857142858,600.6,1.95714285715,31.092,21.7,11.45
1992,3,11,1,40.0,39,5.21946310844,0.012019097941,-0.10214336,0.086181,0.0836571,297.358928572,297.395714286,293.788496241,300.173684211,295.38,13.68,76.1271428571,0.0,15.2234586466,-0.314285714286,598.642857143,1.95714285715,31.028,21.7,9.05
1992,3,12,1,37.0,39,5.06994133937,0.0111240204614,-0.10214336,0.086181,0.0836571,297.358928572,297.395714286,293.690676692,300.057894737,295.38,11.064,76.1271428571,0.0,15.1270676692,-0.291428571424,597.085714286,2.0,30.96,21.7,7.5
1992,3,13,1,29.0,39,4.61588262226,0.0117803881147,-0.10214336,0.086181,0.0836571,297.248571429,297.372857143,293.583458647,300.021052632,295.38,11.064,76.1271428571,0.0,15.0169172932,-0.291428571424,594.742857143,2.14285714285,30.936,21.7,7.4
1992,4,14,1,30.0,39,4.67789181393,0.0118032596176,-0.10214336,0.086181,0.0836571,297.248571429,297.372857143,293.575789474,299.989473684,295.38,11.064,76.1271428571,0.0,15.0066165414,-0.291428571424,593.142857143,2.14285714285,30.912,21.7,7.4
1992,4,15,1,30.0,39,4.67789181393,0.011713059381,-0.10214336,0.086181,0.0836571,297.248571429,297.372857143,293.536691729,300.015789474,295.38,10.164,76.1271428571,0.0,14.9692481203,-0.291428571424,592.014285714,2.14285714285,30.868,21.7,5.35
1992,4,16,1,28.0,39,4.55209106478,0.0111894079842,-0.10214336,0.086181,0.0836571,297.248571429,297.372857143,293.535037594,300.010526316,295.38,12.0,76.3757142857,0.0,14.9684210526,-0.291428571424,591.642857143,2.14285714285,30.824,21.7,5.35
1992,4,17,1,23.0,39,4.20179817522,0.0115845869428,-0.10214336,0.086181,0.0836571,297.248571429,297.372857143,293.510526316,300.031578947,295.38,12.0,76.3757142857,0.0,14.9457142857,-0.291428571424,591.657142857,2.14285714285,30.78,21.7,4.7
1992,4,18,1,24.0,39,4.2765476774,0.0119931964955,-0.10214336,0.086181,0.0836571,297.358928572,297.451428572,293.538646617,300.163157895,295.5,9.26,76.1271428571,0.0,14.9754135338,-0.291428571424,592.714285714,2.14285714285,30.848,21.7,4.7
1992,5,19,1,29.0,39,4.61588262226,0.0119075969437,-0.10214336,0.086181,0.0961714,297.433214286,297.511428572,293.653157895,300.315789474,295.54,9.26,76.1271428571,0.0,15.0866917293,-0.291428571424,593.228571428,2.14285714285,30.96,21.7,4.7
1992,5,20,1,26.0,39,4.41867746465,0.0108262213436,-0.153926676,0.086181,0.0961714,297.433214286,297.511428572,293.770526316,300.378947368,295.54,9.26,76.3757142857,0.0,15.1946616541,-0.29714285714,593.942857143,2.14285714285,31.004,21.7,5.35
1992,5,21,1,23.0,39,4.20179817522,0.0113445429547,-0.153926676,0.086181,0.0961714,297.513214286,297.601428572,293.839473684,300.410526316,295.54,12.0,76.8785714286,0.0,15.2659398496,-0.24857142857,596.185714285,2.14285714285,31.116,21.7,7.0
1992,5,22,1,20.0,39,3.96028215465,0.0113943977084,-0.153926676,0.086181,0.0961714,297.638571428,297.721428572,293.937744361,300.473684211,295.54,13.68,77.0585714286,0.0,15.3712030075,-0.208571428568,598.614285714,2.14285714285,31.16,21.7,7.0
1992,6,23,1,19.0,39,3.87314453657,0.011677618253,-0.153926676,0.086181,0.0961714,297.688214286,297.791428572,294.122030075,300.552631579,295.64,13.68,77.0585714286,0.0,15.5560902256,-0.24857142857,601.757142857,2.14285714285,31.252,21.7,7.0
1992,6,24,0,20.0,0,3.96028215465,0.00903956223541,-0.10214336,0.086181,0.0961714,297.806785714,297.88,294.302857143,300.615789474,295.74,13.68,77.0585714286,1.47,15.7342105263,-0.24857142857,605.6,2.14285714285,31.408,21.95,15.1
1992,6,25,1,26.0,7,4.41867746465,0.00880837071821,-0.10214336,0.086181,0.0961714,297.848214286,297.88,294.483157895,300.631578947,295.84,15.48,77.0585714286,8.43,15.9088721805,-0.24857142857,608.228571428,2.14285714285,31.588,22.2,23.1
1992,6,26,1,29.0,7,4.61588262226,0.00918798894324,-0.10214336,0.086181,0.0961714,297.860357142,297.88,294.57443609,300.715789474,295.84,19.08,77.2957142857,18.57,16.0008270677,-0.297142857146,611.242857143,2.14285714285,31.768,22.2,23.1
1992,7,27,1,31.0,7,4.73822543488,0.00949145303875,-0.10214336,0.086181,0.0961714,297.956071429,298.028571428,294.713759399,300.805263158,295.84,19.08,77.5057142857,12.33,16.1405263158,-0.297142857146,615.614285714,2.14285714285,31.876,22.5,23.1
1992,7,28,1,28.0,7,4.55209106478,0.00907248107095,-0.10214336,0.086181,0.0961714,298.009285714,298.102857143,294.883834587,300.957894737,295.94,19.08,77.5057142857,12.33,16.3082706767,-0.24857142857,619.542857143,2.14285714285,31.944,22.8,15.1
1992,7,29,1,26.0,7,4.41867746465,0.00804098390936,-0.10077936,0.086181,0.0961714,298.115714286,298.192857143,295.027819549,301.063157895,295.94,23.88,78.0571428571,25.04,16.4518796993,-0.297142857146,622.457142857,2.14285714285,31.988,22.8,23.3
1992,7,30,1,32.0,7,4.79698068315,0.00913410971828,-0.10077936,0.0759429,0.0961714,298.231428571,298.331428571,295.15075188,301.142105263,296.0,26.82,78.0671428571,23.715,16.5731578947,-0.248571428574,623.985714286,2.14285714285,32.1,23.05,25.95
1992,7,31,1,35.0,7,4.96462687482,0.00681483498798,-0.10077936,0.0759429,0.0961714,298.334642857,298.471428571,295.257969925,301.163157895,296.16,31.22,78.3814285714,22.52,16.6772932331,-0.297142857146,626.2,2.12857142857,32.164,23.05,25.95
1992,8,32,0,33.0,0,4.85424629188,0.00718725844136,-0.10077936,0.0759429,0.0961714,298.353928572,298.517142857,295.393759399,301.226315789,296.44,31.22,78.4257142857,22.52,16.8130075188,-0.297142857146,628.985714286,1.95714285715,32.144,23.3,25.95
1992,8,33,0,30.0,0,4.67789181393,0.00781262082461,-0.10077936,0.0759429,0.0961714,298.353928572,298.517142857,295.505488722,301.284210526,296.54,31.22,78.48,22.52,16.9262406015,-0.297142857146,631.0,1.95714285715,32.056,23.3,25.95
1992,8,34,0,52.0,0,5.7382037929,0.00808369410192,-0.086924,0.0759429,0.0961714,298.460357143,298.535714285,295.611729323,301.3,296.62,35.74,78.48,32.315,17.0309022556,-0.297142857146,633.428571429,1.67142857143,32.236,23.3,35.4
1992,8,35,0,59.0,0,5.99670047441,0.00790121658769,-0.086924,0.0759429,0.0961714,298.687142857,298.634285714,295.67037594,301.394736842,296.88,35.74,78.4971428571,32.315,17.0906015038,-0.297142857146,635.6,1.6,32.28,23.3,35.4
1992,9,36,1,67.0,1,6.26291202926,0.00745385464084,-0.066464,0.0759429,0.0961714,298.908928571,298.832857143,295.782330827,301.468421053,297.0,34.096,78.8642857143,37.875,17.2017293233,-0.297142857146,638.128571429,1.6,32.388,23.6,23.2
