year,month,weekofyear,epidemic,total_cases,epidemic_duration,bc_total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
2002,6,26,1,3.0,5,1.25514274387,-0.4510021,-0.139560725,-0.09419142,-0.11148573,3.192857143,-1.4764285718,6.418571428,304.94,-0.3,-176.62,96.1928571429,21.59,6.1142857143,-7.67142857139,2.5,-1.825,-1.0,-0.14,517.9
2002,7,27,1,7.0,5,2.47320159055,-0.5298735,-0.08455005,-0.09419142,-0.13780859,3.192857143,-1.6135714281,6.418571428,304.94,-0.3,-176.62,96.1928571429,21.59,6.1142857143,-7.67142857139,2.5,-1.825,-1.0,-0.14,517.9
2002,7,28,1,7.0,5,2.47320159055,-0.8101273,-0.08899995,-0.06220568,-0.13780859,3.192857143,-1.6135714281,6.418571428,304.94,-0.3,-176.62,96.1928571429,17.5925,6.1142857143,-7.67142857139,2.7666666667,-1.825,-1.0,-0.2,517.9
2002,7,29,0,4.0,0,1.64156082859,-1.015013,-0.1290464475,-0.04592856,-0.15789428,3.192857143,-1.6135714281,6.418571428,304.94,-0.3,-176.62,96.1928571429,17.5925,6.1142857143,-7.67142857139,2.2866666667,-1.825,-1.01,-0.2,517.9
2002,7,30,0,5.0,0,1.95999621746,-0.8922301,-0.1290464475,-0.04592856,-0.15789428,3.192857143,-1.6135714281,6.418571428,304.94,-0.3,-176.62,96.1928571429,17.5925,6.1142857143,-7.67142857139,2.2866666667,-1.825,-1.01,-0.2,517.9
2002,7,31,1,6.0,3,2.23299089276,-0.8786563,-0.1290464475,-0.04592856,-0.15789428,3.192857143,-1.6135714281,6.418571428,304.94,-0.3,-176.62,96.1928571429,21.59,6.1142857143,-7.67142857139,2.2866666667,-1.825,-1.0,-0.2,517.9
2002,8,32,1,7.0,3,2.47320159055,-0.8182991,-0.08899995,-0.04592856,-0.13780859,3.192857143,-1.6135714281,6.418571428,304.94,-0.3,-176.62,96.1928571429,17.5925,6.1142857143,-7.67142857139,2.2866666667,-1.6333333333,-1.0,-0.2,517.9
2002,8,33,1,7.0,3,2.47320159055,-0.7615562,-0.068997625,-0.04216858,-0.13780859,3.192857143,-1.6114285709,6.418571428,304.94,-0.4,-176.62,96.1928571429,17.5925,6.1142857143,-7.67142857139,2.2866666667,-1.6333333333,-1.0,-0.2,517.9
2002,8,34,0,4.0,0,1.64156082859,-0.707294,-0.046541725,-0.04216858,-0.08017428,3.192857143,-1.9435714289,6.418571428,304.94,-0.5,-176.62,96.1928571429,21.4025,6.1142857143,-7.67142857139,2.2866666667,-1.6333333333,-1.01,-0.2,517.9
2002,8,35,1,9.0,18,2.88416246161,-0.5600882,-0.046541725,-0.04329716,-0.08017428,3.192857143,-1.9435714289,6.418571428,304.94,-0.5,-176.62,96.1928571429,17.5925,6.1142857143,-7.67142857139,2.2866666667,-1.6333333333,-1.0,-0.2,517.9
2002,9,36,1,17.0,18,4.04056276372,-0.5250954,-0.068997625,-0.04329716,-0.13727862,3.192857143,-1.9435714289,6.418571428,304.94,-0.4,-176.62,96.1928571429,17.705,6.1142857143,-7.67142857139,2.2866666667,-1.6333333333,-1.01,-0.2,517.9
2002,9,37,1,8.0,18,2.68850463997,-0.4828167,-0.068997625,-0.04329716,-0.160577148,3.192857143,-1.6114285709,6.418571428,304.94,-0.5,-176.62,96.1928571429,14.845,6.1142857143,-7.67142857139,2.2866666667,-1.6333333333,-1.0,-0.2,517.9
2002,9,38,1,22.0,18,4.56140936949,-0.5309453,-0.068997625,-0.04329716,-0.160577148,3.192857143,-1.6114285709,6.418571428,304.94,-0.6,-176.62,96.1928571429,14.845,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.0,-0.2,517.9
2002,9,39,1,18.0,18,4.15329598708,-0.5439762,-0.077039225,-0.0468243,-0.1053243,3.192857143,-1.6114285709,6.418571428,304.94,-0.6,-176.62,96.1928571429,14.845,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.0,-0.2,517.9
2002,10,40,1,21.0,18,4.46506148992,-0.5670476,-0.083119025,-0.0468243,-0.1053243,3.192857143,-1.6114285709,6.418571428,304.94,-0.5,-176.62,96.1928571429,14.845,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.0,-0.2,517.9
2002,10,41,1,16.0,18,3.9226526171,-0.4276404,-0.01758215,-0.05868568,-0.1053243,3.192857143,-1.6114285709,6.418571428,304.94,-0.5,-176.62,96.1928571429,12.645,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.01,-0.2,517.9
2002,10,42,1,31.0,18,5.30548224738,-0.4320976,-0.083119025,-0.05868568,-0.15245712,3.192857143,-1.6114285709,6.418571428,304.94,-0.5,-176.62,96.1928571429,12.645,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.01,-0.2,517.9
2002,10,43,1,25.0,18,4.83170960771,-0.2052237,-0.083119025,-0.05473858,-0.15245712,3.192857143,-1.6221428566,6.418571428,304.66,-0.6,-176.62,96.1928571429,12.645,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.0,-0.2,517.9
2002,10,44,1,28.0,18,5.07829476262,-0.0439284,-0.083119025,-0.05473858,-0.15245712,3.192857143,-1.6221428566,6.418571428,304.66,-0.6,-176.62,96.1928571429,11.6225,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.01,-0.2,517.9
2002,11,45,1,26.0,18,4.91629820707,-0.1641118,-0.083119025,-0.05473858,-0.15245712,3.192857143,-1.5835714288,6.418571428,304.66,-0.6,-176.62,96.1928571429,12.645,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.01,-0.14,517.9
2002,11,46,1,18.0,18,4.15329598708,-0.3217785,-0.083119025,-0.07369998,-0.15245712,3.192857143,-1.5835714288,6.418571428,304.66,-0.6,-176.62,96.1928571429,16.19,6.1142857143,-7.67142857139,2.7416666667,-1.0833333333,-1.01,-0.2,517.9
2002,11,47,1,27.0,18,4.99844074991,-0.3877356,-0.083119025,-0.07369998,-0.15245712,3.192857143,-1.5835714288,6.418571428,304.66,-0.6,-176.62,96.3114285714,12.645,6.1142857143,-7.67142857139,2.7416666667,-1.3,-1.01,-0.14,517.9
2002,11,48,1,11.0,18,3.23037046514,-0.2507666,-0.077099975,-0.07369998,-0.15103137,3.192857143,-1.5835714288,6.418571428,304.66,-0.75,-176.62,96.3114285714,13.1025,6.1142857143,-7.67142857139,2.7416666667,-1.0833333333,-1.01,-0.04,517.9
2002,12,49,1,38.0,18,5.77673700787,-0.131327,-0.077099975,-0.07369998,-0.14079613,3.192857143,-1.5835714288,6.418571428,304.66,-0.75,-176.62,96.3114285714,13.1025,6.1142857143,-6.5,2.7416666667,-1.0833333333,-1.0,-0.04,517.9
2002,12,50,1,29.0,18,5.15600243004,0.0221254,-0.083119025,-0.06199426,-0.14079613,3.192857143,-1.5835714288,6.418571428,304.66,-0.75,-176.62,96.3114285714,13.1025,6.1142857143,-6.5,2.7416666667,-0.8,-1.0,-0.04,517.9
2002,12,51,1,21.0,18,4.46506148992,0.1220682,-0.0800333,-0.04903002,-0.14079613,3.192857143,-1.5835714288,2.105714285,304.94,-0.75,-176.62,96.1571428571,13.1025,2.2171428571,-4.22857142857,2.215,-0.8,-1.0,-0.04,517.9
2002,12,52,1,11.0,18,3.23037046514,-0.2066183,-0.080329725,-0.06199426,-0.14079613,3.192857143,-1.5835714288,2.105714285,304.94,-0.85,-176.62,96.1571428571,13.1025,2.2171428571,-4.22857142857,2.215,-0.8,-1.0,-0.04,517.9
2003,1,1,0,10.0,0,3.06387956889,-0.3922922,-0.080329725,-0.06199426,-0.13093141,3.192857143,-1.5835714288,2.105714285,304.94,-0.85,-176.62,96.1571428571,13.1025,2.2171428571,-4.22857142857,2.215,-0.8,-0.64,-0.04,163.3
2003,1,2,0,5.0,0,1.95999621746,-0.3264612,-0.0574804,-0.06199426,-0.11917648,3.192857143,-1.6242857138,2.105714285,304.94,-0.85,-176.62,96.1571428571,13.1025,2.2171428571,-4.22857142857,2.215,-0.8,-0.64,-0.04,163.3
2003,1,3,0,6.0,0,2.23299089276,-0.3692148,-0.0574804,-0.07369998,-0.11917648,2.477142857,-1.5835714288,2.105714285,305.0,-0.85,-176.62,96.1571428571,16.19,2.2171428571,-4.38571428574,2.215,-0.8,-0.64,0.0,163.3
2003,1,4,0,2.0,0,0.753425355506,-0.3248578,-0.0574804,-0.0801743,-0.11917648,2.477142857,-1.5835714288,2.105714285,305.08,-0.9,-176.62,95.6664285714,16.19,2.2171428571,-4.38571428574,2.215,-0.73,-0.42,0.0,163.3
2003,1,5,0,1.0,0,9.99996186681e-06,-0.1850221,-0.0574804,-0.0801743,-0.11917648,2.628571428,-1.5835714288,2.105714285,305.18,-1.0,-109.3,95.2685714286,16.19,2.2171428571,-4.38571428574,3.14,-0.73,-0.4,-0.04,163.3
2003,2,6,0,2.0,0,0.753425355506,-0.1775746,-0.0787785575,-0.0801743,-0.09798738,2.628571428,-1.6435714286,1.848571428,305.08,-1.0,-109.3,95.2685714286,23.69,1.8842857143,-4.38571428574,3.14,-0.8,-0.42,-0.1,163.3
2003,2,7,0,2.0,0,0.753425355506,-0.1299317,-0.0787785575,-0.0801743,-0.07923571,2.628571428,-1.5835714288,1.848571428,305.08,-1.15,-109.3,95.2685714286,16.19,1.8842857143,-4.38571428574,3.4,-0.8,-0.42,-0.04,163.3
2003,2,8,0,3.0,0,1.25514274387,-0.0357865,-0.0577142825,-0.0835343,-0.05142428,2.628571428,-1.5835714288,1.848571428,305.08,-1.25,-109.3,95.2357142857,14.9525,1.8842857143,-4.38571428574,3.4,-0.8,-0.6,-0.04,163.3
2003,2,9,0,5.0,0,1.95999621746,0.2078849,-0.0577142825,-0.0835343,-0.05142428,2.628571428,-1.5835714288,1.848571428,305.08,-1.25,-147.6,95.2357142857,23.69,1.8842857143,-4.38571428574,3.8,-0.8,-0.42,-0.1,163.3
2003,3,10,0,1.0,0,9.99996186681e-06,0.1011825,-0.0577142825,-0.0835343,-0.05142428,2.628571428,-1.6178571425,1.848571428,305.08,-1.25,-147.6,95.2357142857,16.9025,1.8842857143,-4.38571428574,3.8,-0.8,-0.6,-0.04,163.3
2003,3,11,0,4.0,0,1.64156082859,0.1637254,-0.0577142825,-0.0835343,-0.07923571,2.628571428,-1.6178571425,1.848571428,305.18,-1.35,-147.6,95.2685714286,16.9025,1.8842857143,-4.38571428574,3.8,-1.3333333333,-0.62,-0.1,163.3
2003,3,12,0,2.0,0,0.753425355506,0.0479659,-0.029378575,-0.0835343,-0.05142428,2.628571428,-1.6178571425,1.848571428,305.2,-1.35,-147.6,95.2357142857,16.9025,1.8842857143,-4.38571428574,3.8,-0.8,-0.6,-0.04,163.3
2003,3,13,0,4.0,0,1.64156082859,-0.1354912,-0.01156905,-0.0876943,-0.02616285,2.628571428,-1.6178571425,1.848571428,305.28,-1.35,-147.6,95.0121428572,16.9025,1.8842857143,-4.38571428574,5.8,-0.8,-0.6,-0.1,163.3
2003,4,14,0,0.0,0,-3.93938135327,-0.0333712,-0.02574645,-0.0876943,-0.02616285,2.628571428,-1.5835714288,1.848571428,305.3,-1.4,-147.6,94.6785714286,16.9025,1.8842857143,-4.38571428574,5.8,-1.6,-0.6,-0.04,163.3
2003,4,15,0,0.0,0,-3.93938135327,-0.0574616,-0.02574645,-0.0876943,-0.04856429,2.628571428,-1.5835714288,1.848571428,305.62,-1.4,-147.6,95.0121428572,16.9025,1.8842857143,-4.38571428574,5.8,-1.6,-0.6,-0.04,163.3
2003,4,16,0,0.0,0,-3.93938135327,0.0191027,-0.02574645,-0.0876943,-0.04856429,2.628571428,-1.5835714288,1.848571428,305.62,-1.4,-147.6,95.0121428572,16.9025,1.8842857143,-4.38571428574,5.8,-1.195,-0.6,-0.04,163.3
2003,4,17,0,0.0,0,-3.93938135327,0.0652741,-0.02574645,-0.0876943,-0.04856429,2.628571428,-1.5835714288,1.848571428,305.78,-1.4,-147.6,95.0121428572,30.0925,1.8842857143,-4.38571428574,5.8,-1.195,-0.42,-0.1,163.3
2003,4,18,0,1.0,0,9.99996186681e-06,0.3542312,-0.015254775,-0.0876943,-0.04701284,2.628571428,-1.6178571425,1.848571428,305.78,-1.4,-147.6,95.045,30.0925,1.8842857143,-4.38571428574,5.8,-1.6,-0.6,-0.04,163.3
2003,5,19,0,1.0,0,9.99996186681e-06,0.3844074,-0.024417875,-0.0876943,-0.04701284,2.628571428,-1.6178571425,1.848571428,305.62,-1.4,-147.6,95.045,33.0,1.8842857143,-4.38571428574,5.8,-1.6,-0.6,-0.04,163.3
2003,5,20,0,1.0,0,9.99996186681e-06,0.4647503,-0.024417875,-0.0876943,-0.04701284,2.628571428,-1.6471428571,1.848571428,305.3,-1.4,-147.6,95.6392857143,36.905,1.8842857143,-4.38571428574,5.8,-1.6,-0.62,-0.1,177.2
